binomial,count
Morella faya,1
Tubercularia prostrata,1
Larix gmelinii,1
Araucaria angustifolia,1
Cynosurus cristatus,1
Hypericum revolutum,1
Thymelicus lineola,1
Brachythecium taurus,1
Euterpe edulis,1
R. humilis,1
Dendroctonus ponderosae,1
Cycas guizhouensis,1
Aphidius colemani,1
Antiaris scholaris,1
Calidris melanotos,1
Scrophularia nodosa,1
Albizia procrai,1
Valeriana scandens,1
Cataglyphis fortis,1
Gouania lupuloide,1
S. luriei,1
Celastrina neglecta,1
Cynanchum acutum,1
Centaurea maculosa,1
Halodule uninervis,1
Portulaca olearacea,1
Salmonella enteritidis,1
Juglans ashei,1
P. globosum,1
Chrysothamnus viscidiflorus,1
Pinus albicaulis,1
Apium leptophyllum,1
Ruppia maritima,1
Callistemon citrinus,1
Boechera stricta,1
Festuca vaginata,1
Avena fatua,1
Cucumis sativus,1
Bombus bimaculatus,1
Salvinia natans,1
Aster alpinus,1
Purshia tridentata,1
Frankliniella occidentalis,1
Solidago canadesis,1
Eucalyptus spathulata,1
Parkesia motacilla,1
Agrobacteium rhizogenes,1
Antiaris mangium,1
Deyeuxia scabrescens,1
Cenchrus clandestinus,1
Eucalyptus rostrata,1
Capsicum annum,1
Medicago truncatula,1
Tragelaphus angasii,1
Rubus fruticosus,1
Aphis myzus,1
Grevillea triloba,1
Gambelia wislizenii,1
Sarracenia purpurea,1
Euphorbia heterophylla,1
Malus domestica,1
Arundo donax,1
Eucalyptus crusgalli,1
Andropogon albicorticata,1
Mikania pruriens,1
Perisoreus canadensis,1
Myiarchus crinitus,1
Tubercularia atroviridae,1
Uapaca kirkiana,1
Solanum tuberosum,1
Tiphia vernlais,1
Rumex nepalensis,1
Sialia sialis,1
Geranium pylzowianum,1
Rhododendron maximum,1
Asparagus asparagoides,1
D. ebudensis,1
Cuscuta salina,1
Verticillium dahliae,1
Agrilus glabripennis,1
Ledum groenlandicum,1
Securigera varia,1
Dodonea viscosa,1
Carex elata,1
Pinus tabuliformis,1
Apis gossypii,1
Merremia quinquefolia,1
Quercus coccifera,1
Zosterops lateralis,1
Pongo abelii,1
Phrynobatrachus acutirostris,1
Praon volucre,1
Persea borbonia,1
Mycosphaerella albus,1
Shigella sonnei,1
Drycopus pileatus,1
Acca selowiana,1
Daviesia euphorbiodes,1
Quercus variabilis,1
Vriesea friburgensis,1
Wahlenbergia angustifolia,1
Phylloxera glabra,1
Lambertia fairallii,1
Catharus ustulatus,1
Elymus repens,1
Werauhia kupperiana,1
Rhopalosiphum nymphaeae,1
Picoides dorsalis,1
Dorymyrmex insanus,1
Retanilla stricta,1
O. clarkii,1
Potentilla erecta,1
Ananas bracteatus,1
Abutilon theophrasti,1
Aphis sativum,1
Diaporthe arengae,1
Linaria vulgaris,1
Eucalyptus cinerea,1
Agrostis canina,1
Malvaviscus arboreus,1
Lasius neglectus,1
Senna obtusifulia,1
Carex atherodes,1
Ambrosia trifida,1
Theobroma cacao,1
Cunninghamia lanceolata,1
Anoda pentaschista,1
Senecio jacobaea,1
F. graminearum,1
Brachylagus idahoensis,1
Camellia sinensis,1
Melia azedarach,1
Catopsis intermedia,1
Gossypium hirsutum,1
Allophylus cominia,1
Dasyurus hallucatus,1
Sturnus vulgaris,1
Juniperus ashei,1
Pogonomyrmex barbatus,1
An. stephensi,1
Bromelia serra,1
Latrobea colophona,1
Chromolaena odorata,1
Lobesia botrana,1
Denisophytum stuckertii,1
Lolium hardum,1
Piscidia piscipula,1
Rugathodes pico,1
Stipa occidentalis,1
Setophaga pinus,1
Abies pinsapo,1
Tillandsia sphaerocephala,1
Pestalotiopsis clavispora,1
Phascolarctos cinereus,1
Alternaria carthami,1
Beckmannia syzigachne,1
Larix gmelini,1
Potamogeton crispus,1
Engraulis encrasicolus,1
Aechmea nudicaulis,1
Clusia hilariana,1
Myosoton aquaticum,1
Rubus armeniacus,1
Pediculus humanus,1
Aphis persicae,1
Clustering reactions,1
Buddleja delavayi,1
Tithonia rotundifolia,1
Cymodocea prolifera,1
Alternathera sessilis,1
Macropus fuliginosus,1
Taeniatherum caputmedusae,1
Mesoniscus graniger,1
A. triternatum,1
Aphelinus abdominalis,1
Cassida piperata,1
Aphis matricariae,1
Andropogon caven,1
Atlantoscia floridana,1
Teline monpessulana,1
Riccia huebeneriana,1
Zaglossus bartoni,1
Hordeum jubatum,1
Salvia apiana,1
Sclerotinia sclerotiorum,1
Arundina graminifolia,1
Acyrthosiphon uzbekistanicus,1
Cardaria draba,1
Pueraria rubra,1
Erythrostemon coluteifolius,1
Galium rivale,1
Toona ciliata,1
Schismus arabicus,1
Scirpus mariquete,1
Hechtia montana,1
Lasiodiplodia pseudotheobromae,1
Dipodomys spectabilis,1
Trifolium pratense,1
Salix herbacea,1
F. catus,1
Descurainia pinnata,1
Dideplhis marsupialis,1
Aphis cepa,1
Armeria maritima,1
Dipsacus fullonum,1
Sesbania exaltata,1
Culex coronator,1
Megoura viciae,1
Myrmecocystus testaceus,1
Eucalyptus tereticornis,1
Rattus exulans,1
Atriplex canescens,1
Eucalyptus tricarpa,1
Bombus griseocollis,1
Datisca glomerata,1
Delonix regia,1
Melilotus indicus,1
Aegiphila monstrosa,1
Bromeliothrix metopoides,1
Rosa longicuspis,1
Polygonum viviparum,1
Cornus mas,1
An. culicifacies,1
Allium assectella,1
Cryptococcus albicans,1
Z. marina,1
Androlepis skinneri,1
Dioscorea praehensilis,1
Cydia flabellatus,1
Leymus cinereus,1
Arthroleptis adolfifriederici,1
Microbotryum violoceaum,1
Fusarium graminearum,1
Pinus genus,1
Colobanthus quitensis,1
Depressaria pastinacella,1
Dioscorea bulbifera,1
Halenia elliptica,1
Melochia piramydata,1
Candida auris,1
Acrolepiopsis assectella,1
Simarouba glauca,1
Myrmecocystus mexicanus,1
Lithraea caustica,1
Ananas ananassoides,1
Solidago gigantean,1
Abutilon trisulcatun,1
Pistacia terebinthus,1
Bombus borealis,1
Swietenia macrophylla,1
Allium porrum,1
Aphidoletes aphidimyza,1
Catopsis sessiliflora,1
Andrena nigroaenea,1
Amelanchier utahensis,1
Citrullus lanatus,1
M. punicea,1
M. debilis,1
Ageratina conyzoides,1
Oxalis acetosella,1
Solanum acute,1
Cyperus rotundus,1
Gastrodia elata,1
Setophaga striata,1
Leucopogon gnaphiliodes,1
Festuca contracta,1
Dactylorhiza majalis,1
Sitobion fragariae,1
Paeonia ostia,1
Acacia aprica,1
Artemisia vulgaris,1
Trichoplusia ni,1
M. dolens,1
Viscum album,1
Undaria pinnatifida,1
Acacia tortilis,1
Lonicera dioica,1
K. depressa,1
Neonotonia wightii,1
Tillandsia pauciflora,1
Mikania mirantha,1
Cercocarpus ledifioius,1
Teucrium schoenenbergeri,1
Ligidium cycladicum,1
Epiblema strenuana,1
Ceratitis rosa,1
Triticum durum,1
Nymphaea rubra,1
Bromelia laciniosa,1
Plagiothecium undulatum,1
Hydrologic regime,1
Hagleromyces aurorensis,1
Juglans mandsburica,1
Typha angustifolia,1
Callophrys henrici,1
Experimental design,1
Brasilonema bromeliae,1
S. brasiliensis,1
Phytophthora agathidicida,1
Atriplex confertifolia,1
Brassica shinensis,1
Piliostigma thonningii,1
Mucuna pruriens,1
Eucalyptus blaxellii,1
Sargassum muticum,1
Helicoverpa armigera,1
Hyalopterus pruni,1
Cycas micronesica,1
Zygphyllum coccineum,1
Stipa borysthenica,1
Achmea distichantha,1
Leptinotarsa decemlineata,1
Babesia thylacis,1
Endomelanconiopsis endophytica,1
Malvella leprosa,1
Cochliomya hominovoris,1
Craigia yunnanensis,1
Retanilla ephedra,1
Banksia oreophila,1
Cercyonis pegala,1
Lemna minor,1
Bursaria spinosa,1
J. effusus,1
Pennisetum centrasiaticum,1
Pennisetum glaucum,1
Gazella dorcas,1
Cycad micronesica,1
Abutilon palmeri,1
Trifolium subterraneum,1
Mucuna sempervirens,1
Syzygium cumini,1
Lupinus jaimehintoniana,1
Muscodor albus,1
Phyciodes phaon,1
Eragrostis pilosa,1
Tectona grandis,1
Bourreria oxyphylla,1
Dryas octopeatala,1
Paradisaea tapanuliensis,1
Ipomoea alba,1
Lilium sargentiae,1
Dactyls silvestris,1
Tillandsia deppeana,1
Aspergillus oryzae,1
Carex randalpina,1
Vachellia tortilis,1
Caulerpa cylindracea,1
Banksia montana,1
Ribes orientalis,1
Eriogonum microthecum,1
Triticum vulgare,1
Trypanosoma copemani,1
Gevuina avellana,1
Sambucus racemosa,1
Scoring process,1
Diabrotica virgifera,1
E. coenophialum,1
Utricularia cornigera,1
Arabidopsis halleri,1
Camponotus femoratus,1
Carex laeta,1
Synsepalum dulcifucum,1
Pythium ultimum,1
Tremartos ornatus,1
Quercus dentata,1
Papiliotrema leoncinii,1
Tibouchina urvillean,1
Clinopodium polycephalum,1
Cryphonectria parasitica,1
Solanum verbacifolium,1
Stemona mairei,1
Balansia cyperi,1
Penstemon deustus,1
Christmas stars,1
Trioza barretta,1
Cyperus camphora,1
C. familiaris,1
Acacia caven,1
Carex finitima,1
Empidonax flaviventris,1
Lissotriton boscai,1
Cycas taitungensis,1
Larix laricina,1
Leucodon sciuroides,1
Antiaris lebbeck,1
Pisum sativum,1
Piranga olivacea,1
Impatiens parviflora,1
Cavariella aegopodii,1
Sorghastrum nutans,1
Lavandula latifolia,1
Andropogon colubrina,1
Lotus japonicus,1
Quassia amar,1
Paspalum notatum,1
Aphis glycines,1
Turinyphia cavernicola,1
Physa acuta,1
Procecidochares utilis,1
Casuarina glauca,1
Sarcocornia perennis,1
Solanum elaegnifolium,1
Aphidius uzbekistanicus,1
Cryptococcus albidus,1
Juniperis occidentalis,1
Persea lingue,1
Phalaris australis,1
Armadillidium zenckeri,1
Megaselia scalaris,1
Pestalotiopsis virgatula,1
Pringlea antiscorbutica,1
Anoda cristata,1
Hakea circumalata,1
Rhizophus oryzae,1
Ulmus americana,1
Rhyzobius lophanthae,1
Papaver rhoeas,1
Impatiens glandiflora,1
Echinodorus amazonicus,1
Callipterinella calliptera,1
Ciconia ciconia,1
T. arjuna,1
O. europaea,1
Podaris muralis,1
Ostrinia nubilalis,1
Thymus vulgaris,1
Diceros bicornis,1
Linum usitatissimum,1
Ceratosolen silvestrianus,1
Posidonia australis,1
Iridomyrmex purpureus,1
Antiaris viridis,1
Armadillidium lymberakisi,1
Amaranthus spinosus,1
Pedicularis davidii,1
Neotoma cinerea,1
Medicago sativa,1
Halophila decipiens,1
Betula alleghaniensis,1
Solanum nigrum,1
Phalaridion arundinaceae,1
Polystichum braunii,1
Potentilla stenophylla,1
Phyllosticta spinarum,1
Cyperus michelianus,1
Codium fragile,1
Bulnesia hagenbeckii,1
Aegle marmelos,1
Amorphophallus konjac,1
Mentha pulegium,1
Argyroxiphium sandwicense,1
Aristolochia delavayi,1
Pinus halapensis,1
Sorghum halepense,1
Pedicularis sima,1
Saccharomyces cerevisiae,1
Acacia holosericea,1
Heracleum mantegazzianum,1
Kunzea montana,1
Coleogyne ramosissima,1
Chrysanthemoides monilifera,1
Aechmea pectinata,1
Acacia essential,1
Setophaga palmarum,1
Thunbergia fragans,1
Carica papaya,1
Brachythecium rutabulum,1
Lotus japonica,1
Picea sylvestris,1
Coleogyne vicinus,1
Caladenia hoffmanii,1
Erithacus rubecula,1
Diospyros mespiliformis,1
Rickettsia typhi,1
Quercus pubescens,1
Ommatissus binotatus,1
Lymantria dispar,1
Cyperus papyrus,1
Ranunculus aquatilis,1
Vitis vinifera,1
Symphytum officinale,1
Verbesina gigantea,1
Abelmoschus esculentus,1
Datura discolor,1
Hakea oldfieldii,1
L. borgpertersenii,1
Opuntia humifusa,1
Setonix brachyurus,1
Phrynobatrachus versicolor,1
Solenopsis xyloni,1
Melothria pendula,1
Phleum pratense,1
Aegopodium podagraria,1
Eucalyptus froggattii,1
Cynoglossum officinale,1
Lysurus mokusin,1
Helicoverpa zea,1
Byasa daemonius,1
Bubulcus ibis,1
Coffea arabica,1
Leptoglossus occidentalis,1
Salicion albae,1
Plantago asiatica,1
Spathoglottis plicata,1
Mimosa diplotricha,1
Dromaius novaehollandiae,1
Acacia guinettii,1
Porcellium collicola,1
Partnenium hysterophorus,1
Hedera hibernica,1
Platanus hysterophorus,1
Eragrostis tef,1
Banksia cuneata,1
Denysophyton stuckertii,1
Carya illinoensis,1
Armases angustipes,1
Staphylococcus candida,1
Colias eurytheme,1
H. stigonocarpa,1
Colletia hystrix,1
Melospiza lincolnii,1
Lactuca perenne,1
Lindernia procumbens,1
Solanum nigrescens,1
Petrophile ericifolia,1
Aphalara itadori,1
Taxus brevifolia,1
Solanum trydynamum,1
Epipactis atrorubens,1
Castor fiber,1
Syncerus caffer,1
Carici buekii,1
Plume snapshot,1
Pinus koraiensis,1
Antennaria microphylla,1
Diceros dumetorum,1
Cnidion dubii,1
Trollius farreri,1
Victoria regia,1
Meconopsis racemose,1
Eucalyptus salubris,1
Phaseolus mungo,1
Dikerogammarus villosus,1
Pinus ponderosa,1
Alyssum desertorum,1
Guzmania lingulata,1
Andropogon monacantha,1
Carex aquatilis,1
Banksia sphaerocarpa,1
Diadromus pulchellus,1
Cardiospermum helicacabum,1
Ageratina houstonianum,1
Celastrina ladon,1
Junonia coenia,1
Meliotus indica,1
Cavariella curvipes,1
Mimosa pigra,1
Cronartium ribicola,1
Discoglossus galganoi,1
Hakea pycnoneura,1
Phytophthora infestans,1
Lycopodium clavatum,1
Saussurea stella,1
Pachysandra axillaris,1
