binomial,count
Juniperus sabina,1
Oncorhynchus gorbuscha,1
Skiffia multipunctata,1
Ochlerotatus cantans,1
Rana ridibunda,1
Parus humilies,1
Culex gelidus,1
Cerastoderma glaucum,1
Setophaga ruticilla,1
Larus novaehollandiae,1
Phylloscopus ibericus,1
Setophaga petechial,1
Oreamnos americanus,1
Saxicola torquata,1
Harmonia elevatus,1
Bembidion nigricorne,1
Cx. modestus,1
Aimophila carpalis,1
Lecidella elaeochroma,1
Limosa limosa,1
Hypholoma fasciculare,1
Spermophilus citellus,1
Additional caudinflata,1
Salvia iodantha,1
Quercus spec,1
Typha latifolia,1
Squalidus argentatus,1
Hierococcyx sparverioides,1
Tursiops aduncus,1
Parus ceruleus,1
Oncorhynchus mykiss,1
Ae. aegypti,1
Phascolarctos cinereus,1
Quiscalus quiscula,1
C. harman,1
Spheniscus humbodti,1
Buteo regalis,1
Erigone arctica,1
Eutrema salsugineum,1
Mimus polyglottus,1
Plethedon cinereus,1
Diploneis smithii,1
Passerina relictum,1
Cooperia fuelleborni,1
Calanoides acutus,1
Cochoa purpurea,1
Calving synchrony,1
Spermophilus parryii,1
Glycine max,1
Callosobruchus maculatus,1
Charadrius dubius,1
Phylloscopus emeienses,1
Nasonia vitripennis,1
Parkinsonia microphylla,1
Otus asio,1
Dermacentor marginatus,1
Allium ursinum,1
Carpodacus nipalensis,1
Pseudocandona marchica,1
Castanea sativa,1
Drycopus martius,1
Sampling description,1
Lanius excubitor,1
Impatiens pallida,1
Oryctolagus mykiss,1
Falco jugger,1
Ae. albopictus,1
Artemia fransiscana,1
Phoenicurus frontalis,1
Copsychus saularis,1
Toona ciliata,1
Connochaetes taurinus,1
Elanus caeruleus,1
Parus cinereus,1
Regulus goodfellowi,1
Arabadopsis thaliana,1
Planigale maculate,1
Anas strepera,1
Onchorhynchus tshawytscha,1
Pinckneya bracteata,1
B. valaisiaina,1
Toxoplasmodia gondii,1
O. tshawytscha,1
Arthroleptis palava,1
Tachycineta meyeni,1
Quercus garryanna,1
Taxus wallichiana,1
Polybia rejecta,1
Kalopanax septemlobus,1
Anas querquedula,1
Parus atricapillus,1
Quercus aquifolioides,1
Iguana iguana,1
Oncorhynchus tshawytscha,1
Euterpe major,1
Dinocampus coccinellae,1
Spermophilus mollis,1
Tetranychus urticae,1
Nectarinia osea,1
Haliaeetus pelagicus,1
Ochlerotatus lienalis,1
Rhoicosphenia sulcatus,1
Ixodes rotchildi,1
Picoides borealis,1
Caretta caretta,1
Sialia currucoides,1
P. homonucleophilum,1
Populus ciliata,1
Harmonia heurrippa,1
Ornithonyssus bursa,1
Zoothera daum,1
Candona neglecta,1
Enicurus scouleri,1
Parus songarus,1
Rana lessonae,1
P. reluctum,1
Capillaria blomei,1
Iberolacerta monticola,1
Shorea robusta,1
Hirundo pyrrhonota,1
Progne polare,1
Dumetella carolinensis,1
Talpa minor,1
Emberiza tahapisi,1
Martes americana,1
Oodes gracilis,1
Trypanosoma everetti,1
Contopus sordidulus,1
Picoides minor,1
Chaetarthria seminulum,1
Liocichla steerii,1
Phylloscopus maculippenis,1
Cardellina pusilla,1
Heterophasia auricularis,1
Pygoscelis antarctica,1
Parus cinctus,1
Theresimima ampellophaga,1
Sorex minutus,1
Dendrocopus major,1
Apus apus,1
Brassica napus,1
Sula nebouxii,1
Acartia bifilosa,1
Hippolais olivetorum,1
Sylvia maurus,1
Macaca fascicularis,1
Elatine cannabinum,1
Cyphoderris strepitan,1
Chaetura pelagica,1
Enicurus maculatus,1
Oc. annulipes,1
Alnus glutinosa,1
Aquila adalberti,1
Cercyon convexiusculus,1
Lepus alleni,1
Pagodroma nivea,1
Nycticorax nycticorax,1
Cynomys ludovicianus,1
Epirrita autumnata,1
Yuhina brunneiceps,1
Geothlypis fortis,1
Chrysemys picta,1
Anguilla anguilla,1
Panagaeus bipustulatus,1
Tinamotis ingoufi,1
Larrea tridentata,1
Saimiri sciureus,1
Oryza sativa,1
Haldina cordifolia,1
Anser otus,1
Abies balsamea,1
Populus tremuloides,1
Stephanodiscus astraea,1
Helicoverpa armigera,1
Strix occidentalis,1
Ochlerotatus sticticus,1
Delichon dasypus,1
Tamias sibiricus,1
Turdus boulboul,1
Taxonomic parameters,1
Pomatoschistus sp,1
Falco subbuteo,1
Neophron percnopterus,1
Quercus rubra,1
Ammodramus savannarum,1
Setophaga caerulescens,1
Ochlerotatus jakutensis,1
Sturnella magna,1
Gadus morhua,1
Martes pennanti,1
Pinus pinea,1
Sesia bembeciformis,1
Body mass,1
Tamiasciurus douglasii,1
Perca fluviatilis,1
Pisidium henslowanum,1
Hylobius abietis,1
Reproductive output,1
Liolaemus fabiani,1
Colibri thalassinus,1
Quercus leucotrichophora,1
Ochlerotatus suzukii,1
Post hoc,1
Vermivora celata,1
Lactarius vellereus,1
Culicicapa ceylonensis,1
Eriophorum vaginatum,1
Ambrosia artemissifolia,1
Alosa regius,1
Euplectes capensis,1
Myriophyllum spicatum,1
Lepidium campestre,1
Hyla intermedia,1
Acrocephalus australis,1
Diomedea exulans,1
Mycerobas melanoxanthos,1
Rubus discolor,1
Aonchotheca caudinflata,1
Mallotus philippinensis,1
Geothlypis trichis,1
Damaliscus korrigum,1
Cx. globocoxitus,1
Onchocerca volvulus,1
Phoenicurus fuliginosus,1
Ammodytes marinus,1
Negative values,1
Amblyoma variegatum,1
Stercorarius skua,1
P. bracteata,1
Phrynobatrachus guineensis,1
Buteo lagopus,1
L. africana,1
Anopheles plumbeus,1
Canis aureus,1
Pucrasia macrolopha,1
Senecio madagascariensis,1
Boletus edulis,1
Anser indicus,1
Tetraophasis obscurus,1
Erethizon dorsatum,1
Parus flesus,1
Pagothenia borchgrevinki,1
Acer macrophyllum,1
Acacia catechu,1
Cygnus kanayamensis,1
Haemonchus bedfordi,1
Anas plathyrhynchos,1
Acrocephalus paludicola,1
Capsicum spp,1
Arabis rupestris,1
Rickettsia rickettsia,1
Bill width,1
L. vegae,1
Ocotea tenera,1
Erignathus barbatus,1
Sasia ochracea,1
Calypte costae,1
Plateumaris braccata,1
Anaplasma phagocythophilum,1
Corvus ossifragus,1
Th. excentrica,1
Calcarius mccownii,1
Zonottrichia leucophrys,1
Ochlerotatus gutturosa,1
Abies squamata,1
Wolbachia pipientis,1
Coxiella burneti,1
Phaedon cochlaeriae,1
Wing span,1
Selasphorus platycercus,1
Megalaima asiatica,1
Pisidium casertanum,1
Desmodus rotundus,1
Coloeus monedula,1
Oophaga granulifera,1
Garrulax erythrocephalus,1
Fulica americana,1
Garrulax variegatum,1
Sitta himalayensis,1
Mycerobas icterioides,1
Schistosoma japonicum,1
Empidonax oberholseri,1
Paladilhia radigueli,1
Eudyptes chrysocome,1
Ciconia ciconia,1
Brucella abortus,1
Cyanopica cyana,1
Buteo eleg,1
Parus trochilus,1
Gopherus agassizii,1
Larus spp,1
Hylesinus crenatus,1
Cervus elephus,1
Sciurus griseus,1
Morone saxatilis,1
Vachellia nigrescens,1
Locusta migratoria,1
Acanthagenys rufogularis,1
Columbia livia,1
Clethrionomys glareolus,1
Arabidopsis arabicum,1
Selasphorus sasin,1
Annotation workflows,1
Colaptes auratus,1
Juniperus thurifera,1
Lanius isabellinus,1
Parafilaria bovicola,1
Simulium ornatum,1
Calidris minuta,1
Tipula paludosa,1
Russula emetica,1
Cs. annulata,1
Vipera berus,1
Culex sasai,1
Arabidopsis himalaica,1
Pisidium amnicum,1
Esox lucius,1
J. phaeonotus,1
Melopsittacus undulatus,1
Catharus fuscescens,1
Marpissa muscosa,1
Ciconia microscelis,1
Bufotes viridis,1
Fiducela hypoleuca,1
Notaris acridulus,1
Foot length,1
Ambystoma tigrina,1
Sciurus carolinensis,1
Cx. territans,1
Crossoptilon crossoptilon,1
Ixodes ricinius,1
Larix decidua,1
Populus nigra,1
Stephanodiscus submuricatus,1
Bucephala clangula,1
Odacantha melanura,1
Spodoptera exempta,1
Calonectris diomedea,1
Regulus ignicapillus,1
Urocitellus parryii,1
Accipiter cooperii,1
Equus ferus,1
Tetratrichomonas gallinarum,1
Aspidoscelis tigris,1
Erigone dentiplapis,1
Dermacentor reticultus,1
Myotis mystacinus,1
Corvus hornemanni,1
Atthis heloisa,1
Bromus tectorum,1
Bombycilla garrulus,1
Sphyrapicus nuchalis,1
Neochima phaeton,1
Eusimulium angustipes,1
Melanerpes formicivorus,1
Rickettsia slovaka,1
Lampornis clemenciae,1
Bison bison,1
Philomachus pugnax,1
Pterostichus niger,1
Grus americana,1
Charadrius melodus,1
Carduelis flammea,1
Stercorarius parasiticus,1
Passerina circumflexum,1
Ammonia beccarii,1
Cynips longiventris,1
Rhynchaenus testaceus,1
Graphosoma lineatum,1
Burhinus oedicnemus,1
Cistothorus palustris,1
Rana dalmatina,1
Eupodotis caerulescens,1
Trogontherium cuvieri,1
Mustela erminea,1
Ixobrychus sinensis,1
Marmota marmota,1
Corvus macrorhynchos,1
Vireo olivaceus,1
Myotis myotis,1
Bassiana duperreyi,1
Canis simensis,1
Colias eurytheme,1
Phylloscopus sindianus,1
Rupornis magnirostris,1
Myiophoneus insularis,1
Actitis hyoleucos,1
Branta ruficollis,1
Oenanthe pleschanka,1
Rickettsiae conorii,1
Solea sp,1
Branta leucopsis,1
Rhipicephalus bursa,1
Bill length,1
Pinus pinaster,1
Oriolus oriolous,1
Tamiascurus hudsonicus,1
Meleagridis gallopavo,1
E. aureola,1
Nitzschia browni,1
Camarhynchus parvuus,1
Anobium punctatum,1
Cardellina rubrifrons,1
Masoreus wetterhallii,1
Fraxinus pennsylvanica,1
Aegolius funereus,1
Alectoris magna,1
Podoces hendersoni,1
Carduelus spinus,1
Lanius collaris,1
Sepsis cynipsea,1
Felis catus,1
Toxostoma rufum,1
Falco columbarius,1
Odocoileus virginianus,1
Alectura lathami,1
Andricus testaceipes,1
Melanotaenia splendida,1
Dispholidus typus,1
Sminthopsis crassicaudata,1
Rhyncolus elongatus,1
Emys orbicularis,1
Network governance,1
Falco naumanni,1
Leucochloris albicollis,1
Hylocharis leucotis,1
Taxus viscivorus,1
Wyeomyia smithii,1
Corbicula fluminalis,1
Melospiza melodi,1
Cercotrichas galactotes,1
Mesopodopsis slabberi,1
Aulacoseira granulata,1
Poecile gambeli,1
Pinicola enucleator,1
Leiothrix chrysotis,1
Eumomota superciliosa,1
Larus audouinii,1
Lymnaea peregra,1
Litsea cubiba,1
B. garinii,1
Eopsaltria australis,1
